,address,capacity,cross_street,lat,lon,name,post_code,rental_methods,station_id
180,Harbord St / Clinton St,15,,43.660414,-79.415646,Harbord St / Clinton St,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7192
181,Queen St W / Gladstone Ave,15,,43.6430555556,-79.4275,Queen St W / Gladstone Ave,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7193
182,Mortimer Ave / Coxwell Ave,11,,43.690564,-79.326319,Mortimer Ave / Coxwell Ave,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7194
183,Ulster St / Bathurst St,11,,43.66,-79.4088888889,Ulster St / Bathurst St,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7195
184,Roxton Rd / Harbord St,11,,43.65905,-79.422988,Roxton Rd / Harbord St,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7196
185,Queen St W / Dovercourt Rd,11,,43.6436111111,-79.4225,Queen St W / Dovercourt Rd,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7197
186,Queen St W / Cowan Ave,19,,43.6409,-79.432837,Queen St W / Cowan Ave,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7198
187,College St / Markham St,19,,43.6563888889,-79.4091666667,College St / Markham St,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7199
188,Queen St W / York St (City Hall),23,,43.651667,-79.384167,Queen St W / York St (City Hall),,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7202
189,Bathurst St/Queens Quay(Billy Bishop Airport),35,,43.635492,-79.398253,Bathurst St/Queens Quay(Billy Bishop Airport),,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7203
190,College St / Crawford St,19,,43.655,-79.418889,College St / Crawford St,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7204
191,Rusholme Park Cres / College St,15,,43.65277778,-79.42972222,Rusholme Park Cres / College St,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7205
192,Claremont St / Dundas St W,13,,43.651281,-79.411717,Claremont St / Dundas St W,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7206
193,Dundas St W / Crawford St,19,,43.649722,-79.416944,Dundas St W / Crawford St,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7207
194,80 Clinton St (North of College),11,,43.656296,-79.414663,80 Clinton St (North of College),,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7208
195,Ossington Ave / Harrison St,19,,43.6511111111,-79.4213888889,Ossington Ave / Harrison St,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7209
196,Mary McCormick Rec Centre (Sheridan Ave),15,,43.6475,-79.4330555556,Mary McCormick Rec Centre (Sheridan Ave),,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7210
197,Fort York Blvd / Garrison Rd,15,,43.6375,-79.4061111111,Fort York Blvd / Garrison Rd,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7211
198,Wellington St W / Stafford St,23,,43.641281,-79.409339,Wellington St W / Stafford St,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7216
199,Lakeshore Blvd W / Ellis Ave,19,,43.635932,-79.465083,Lakeshore Blvd W / Ellis Ave,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7220
200,High Park Subway Station,19,,43.6543604,-79.4655296,High Park Subway Station,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7221
201,Sunnyside - Gus Ryder Pool,23,,43.637894,-79.454823,Sunnyside - Gus Ryder Pool,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7222
202,Parkside Dr / Bloor St W,12,,43.654501,-79.460053,Parkside Dr / Bloor St W - SMART,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7223
203,Bloor St W / High Park Ave (High Park),19,,43.6535269,-79.4650569,Bloor St W / High Park Ave (High Park),,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7224
204,Lakeshore Blvd W / Windermere Ave,19,,43.634896,-79.467763,Lakeshore Blvd W / Windermere Ave,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7225
205,Lakeshore Blvd W / The Boulevard Club,19,,43.636731,-79.444966,Lakeshore Blvd W / The Boulevard Club,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7226
206,Martin Goodman Trail (Marilyn Bell Park),15,,43.6314,-79.4304,Martin Goodman Trail (Marilyn Bell Park),,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7227
207,Queen St W / Roncesvalles Ave,19,,43.638399,-79.4464436,Queen St W / Roncesvalles Ave,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7228
208,Dundas St W / Roncesvalles Green P,12,,43.6534268,-79.4512787,Dundas St W / Roncesvalles Green P - SMART,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7229
209,Garden Ave / Roncesvalles Ave,19,,43.643769,-79.447915,Garden Ave / Roncesvalles Ave,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7230
210,Wright Ave / Sorauren St (Sorauren Park),18,,43.646677,-79.442741,Wright / Sorauren (Sorauren Park) - SMART,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7231
211,Queen St W / Fuller Ave,16,,43.640255,-79.439223,Queen St W  /  Fuller Ave - SMART,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7232
212,King St W / Cowan Ave,16,,43.637922,-79.431734,King / Cowan Ave - SMART,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7233
213,Roncesvalles Ave / Marmaduke St,19,,43.650492,-79.450842,Roncesvalles Ave / Marmaduke St,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7234
214,Bay St / College St (West Side),12,,43.660087,-79.385655,Bay St / College St (West Side) - SMART,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7235
215,Thompson St / Broadview Ave,12,,43.659471,-79.350325,Thompson St / Broadview Ave - SMART,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7236
216,Ward Ave / Wallace Ave,15,,43.662251,-79.446036,Ward Ave / Wallace Ave,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7237
217,Sorauren St / Geoffrey St (Sorauren Park),16,,43.649172,-79.4445087,Sorauren/Geoffrey (Sorauren Park) - SMART,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7238
218,Bloor St W / Manning Ave,20,,43.663912,-79.416124,Bloor St W / Manning Ave - SMART,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7239
219,Bloor St W / Shaw Ave,12,,43.662403,-79.423098,Bloor St W / Shaw Ave - SMART,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7240
220,519 Church St,12,,43.666805,-79.381288,519 Church St - SMART,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7241
221,Lakeshore Blvd W / Ontario Dr (Ontario Place),23,,43.630254,-79.420317,Lakeshore Blvd W / Ontario Dr (Ontario Place),,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7242
222,Exhibition GO Station,15,,43.6356551,-79.4184785,Exhibition GO Station,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7243
223,Dufferin Gate,16,,43.633473,-79.425679,Dufferin Gate - SMART,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7244
224,Tecumseth St / Queen St W,9,,43.646552,-79.406468,Tecumseth St / Queen St W - SMART,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7245
225,Yonge St / Bloor St,14,,43.669969,-79.386532,Yonge St / Bloor St,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7246
226,Howard Park Ave / Dundas St W,12,,43.6521,-79.4486,Howard Park Ave / Dundas St W - SMART,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7247
227,Baldwin Ave / Spadina Ave,20,,43.654905,-79.398448,Baldwin Ave / Spadina Ave - SMART,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7248
228,Dovercourt Rd / Harrison St (Green P) - SMART,12,,43.651145,-79.423742,Dovercourt Rd / Harrison St (Green P) - SMART,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7249
229,St. George St / Russell St,12,,43.660296,-79.397107,St. George St / Russell St - SMART,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7250
230,The Royal Ontario Museum (Bloor St Entrance),19,,43.668561,-79.394403,The Royal Ontario Museum (Bloor St Entrance),,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7251
231,Robert St / Bloor St W,18,,43.665846,-79.404998,Robert St / Bloor St W - SMART,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7252
232,John St / Mercer St,12,,43.6461,-79.3895,John St  / Mercer St - SMART,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7253
233,Borden St / Bloor St W,12,,43.665461,-79.40848,Borden St / Bloor St W - SMART,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7254
234,Stewart St / Bathurst St,16,,43.643307,-79.402176,Stewart St / Bathurst St  - SMART,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7255
235,Vanauley St / Queen St W,9,,43.648437,-79.39838,Vanauley St / Queen St W - SMART,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7256
236,Dundas St W / St. Patrick St,19,,43.6545174,-79.3895315,Dundas St W / St. Patrick St,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7257
237,Queen St E / Larchmount Ave,25,,43.662279,-79.334166,Queen St E / Larchmount Ave,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7258
238,Lower Spadina Ave / Lakeshore Blvd W,19,,43.638497,-79.39192,Lower Spadina Ave / Lakeshore Blvd,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7259
239,Spadina Ave / Adelaide St W,15,,43.646688,-79.395267,Spadina Ave / Adelaide St W,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7260
240,Wychwood Ave / Benson Ave,16,,43.6809164,-79.4229684,Wychwood Ave / Benson Ave - SMART,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7262
241,Walton St / Elizabeth St,20,,43.657838,-79.38631,Walton St / Elizabeth St - SMART,M8Z4T4,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7263
242,Bloor St E / Huntley St,16,,43.671535,-79.379173,Bloor St E / Huntley St - SMART,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7264
243,Wallace Ave / Symington Ave,12,,43.661324,-79.449534,Wallace Ave / Symington Ave - SMART,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7265
244,Victoria Park Subway Station,20,,43.6940155,-79.2889842,Victoria Park Subway Station - SMART,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7266
245,Dundas St E / Pembroke St,16,,43.658295,-79.372346,Dundas St E / Pembroke St - SMART,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7267
246,Toronto Eaton Centre (Yonge St),14,,43.655431,-79.380653,Toronto Eaton Centre (Yonge St),,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7269
247,Church St / Dundas St E,15,,43.657024,-79.377257,Church St / Dundas St E - SMART,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7270
248,Yonge St / Alexander St,8,,43.662862,-79.383572,Yonge St / Alexander St - SMART,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7271
249,Yonge St / Dundonald St,12,,43.665801,-79.384796,Yonge St / Dundonald St - SMART,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7272
250,Bay St / Charles St W,20,,43.668153,-79.38891,Bay St / Charles St - SMART,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7273
251,Queen's Park Cres E / Grosvenor St,12,,43.661803,-79.389682,Queen's Park Cres E / Grosvenor St - SMART,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7274
252,Queen St W / James St,11,,43.652276,-79.380701,Queen St W / James St,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7275
253,Bloor St W / Balmuto St,11,,43.669903,-79.387802,Bloor St W / Balmuto St,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7276
254,Chorley Park,12,,43.6856,-79.3718,Chorley Park - SMART,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7277
255,Summerhill Ave / MacLennan Ave,12,,43.6859,-79.3766,Summerhill Ave / MacLennan Ave - SMART,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7278
256,Rosehill Ave / Avoca Ave,16,,43.687999,-79.38906,Rosehill Ave / Avoca Ave - SMART,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7279
257,Charles St E / Jarvis St,16,,43.669604,-79.381171,Charles St E / Jarvis St - SMART,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7280
258,Charles St W / Balmuto St,16,,43.668427,-79.38725,Charles St W / Balmuto St - SMART,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7281
259,Adelaide St W / Bay St,20,,43.650152,-79.379856,Adelaide St W / Bay St - SMART,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7282
260,Front St W / Bay St (South Side),19,,43.64595,-79.378761,Front St W / Bay St (South Side),,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7283
261,York St / King St W,16,,43.648,-79.3834,York St / King St W - SMART,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7284
262,Spadina Ave / Harbord St,12,,43.6629228,-79.4018451,Spadina Ave / Harbord St - SMART,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7285
263,Gerrard St E / Broadview,18,,43.665656,-79.352055,Gerrard St E / Broadview - SMART,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7286
264,Queen St E / Pape Ave,8,,43.661673,-79.337789,Queen St E / Pape Ave - SMART,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7287
265,Humber Bay Shores Park West,23,,43.626705,-79.476571,Humber Bay Shores Park West,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7288
266,Humber Bay Shores Park East,23,,43.629742,-79.474627,Humber Bay Shores Park East,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7289
267,Lakeshore Blvd E / Parliament St,15,,43.647562,-79.36138,Lakeshore Blvd E / Parliament St,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7291
268,Granby St / Church St -SMART,12,,43.6605302,-79.3787235,Granby St / Church St - SMART,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7292
269,College St / McCaul St,17,,43.65906,-79.393771,College St / McCaul St,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7293
270,Westmoreland Ave / Fernbank Ave,19,,43.665327,-79.43235,Westmoreland Ave / Fernbank Ave,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7296
271,Havelock St / Dufferin Park,19,,43.657343,-79.43112,Havelock St / Dufferin Park,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7297
272,Bathurst St / Adelaide St W,25,,43.645324,-79.40345,Bathurst St / Adelaide St W,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7298
273,Mill St / Parliament St,15,,43.650256,-79.36163,Mill St / Parliament St,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7299
274,Primrose Ave / Davenport Rd,15,,43.67142,-79.445947,Primrose Ave / Davenport Rd,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7301
275,Winona Dr / Davenport Rd,11,,43.674923,-79.430465,Winona Dr / Davenport Rd,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7302
276,Queen St. E / Woodward Av,19,,43.665269,-79.319796,Queen St. E / Woodward Av,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7303
277,Queen St. E / Rhodes Ave.,23,,43.666224,-79.317693,Queen St. E / Rhodes Ave.,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7309
278,Sherbourne St / Isabella St,15,,43.669576,-79.375961,Sherbourne St / Isabella St,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7311
279,Amelia St. / Sumach St.,11,,43.66852,-79.363525,Amelia St. / Sumach St.,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7312
280,Coxwell Ave. / Lakeshore Blvd. E,11,,43.662771,-79.315223,Coxwell Ave. / Lakeshore Blvd. E,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7313
281,Queen St. E / Eastern Ave,15,,43.667208,-79.312315,Queen St. E / Eastern Ave,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7314
282,Queen St E / Hammersmith Ave,11,,43.671349,-79.29451,Queen St E / Hammersmith Ave,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7315
283,Queen St. E / Spruce Hill Rd.,15,,43.672571,-79.289,Queen St. E / Spruce Hill Rd.,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7316
284,Hubbarb Blvd / Balsam Av,19,,43.669328,-79.288949,Hubbarb Blvd / Balsam Av,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7317
285,Hubbard Blvd. / Glen Manor Dr.,15,,43.668633,-79.291162,Hubbard Blvd. / Glen Manor Dr.,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7318
286,Lakeshore Blvd. E / Knox Ave.,11,,43.660206,-79.3244,Lakeshore Blvd. E / Knox Ave.,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7319
287,Front St W / University Ave (1),19,,43.6451635,-79.3831757,Front St W / University Ave (1),,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7320
288,Front St W / University Ave (2),19,,43.6452972,-79.3827914,Front St W / University Ave (2),,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7321
289,King St W / Brant St,23,,43.6446926,-79.3986795,King St W / Brant St,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7322
290,457 King St W.,19,,43.6452091,-79.3960744,457 King St. W. at Spadina,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7323
291,King St W / Charlotte St,19,,43.645572,-79.39399,King St W / Charlotte St,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7324
292,Davenport Rd / Landsdowne Rd,19,,43.671526,-79.44874,Davenport Rd / Landsdowne Rd,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7326
293,Davenport Rd / Oakwood Rd - SMART,12,,43.674453,-79.43439,Davenport Rd / Oakwood Rd - SMART,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7327
294,Roxborough St W / Yonge St,17,,43.678077,-79.390328,Roxborough St W / Yonge St,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7328
295,Crawford St / Queen St W,19,,43.645665,-79.415345,Crawford St / Queen St W,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7329
296,Lee St / Queen St E,11,,43.669863,-79.297786,Lee St / Queen St E,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7330
297,Coxwell Ave / Plains Rd,18,,43.69595,-79.328535,Coxwell Ave / Plains Rd,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7331
298,200 Bloor St. E.,23,,43.671561,-79.38117,200 Bloor St. E.,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7332
299,King St E / Victoria St,19,,43.649465,-79.3766,King St E / Victoria St,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7333
300,Simcoe St / Front St W,19,,43.644876,-79.385108,Simcoe St / Front St W,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7334
301,Peter St / King St W,15,,43.646204,-79.392287,Peter St / King St W,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7335
302,Queen St E / Alton Av,19,,43.663912,-79.327987,Queen St E / Alton Av,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7336
303,Gerrard Square Mall (1010 Gerrard St E),15,,43.668553,-79.338673,Gerrard Square Mall (1010 Gerrard St E),,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7337
304,Logan Ave / Bain Ave,11,,43.672348,-79.34727,Logan Ave / Bain Ave,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7338
305,Carlaw Ave / McConnell Ave,15,,43.676384,-79.34648,Carlaw Ave / McConnell Ave,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7339
306,Blake St / Boultbee Ave,15,,43.672453,-79.338259,Blake St / Boultbee Ave,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7340
307,Eastern Ave / Winnifred Ave,15,,43.659178,-79.334966,Eastern Ave / Winnifred Ave,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7341
308,Morse St / Eastern Ave,11,,43.657991,-79.340075,Morse St / Eastern Ave,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7342
309,Alton Ave / Dundas St E (Greenwood Park),23,,43.66745,-79.329408,Alton Ave / Dundas St E (Greenwood Park),,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7343
310,Cherry Beach,25,,43.637764,-79.345359,Cherry Beach,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7344
311,Cherry Beach Sports Field (55 Unwin Ave),15,,43.640757,-79.343144,Cherry Beach Sports Field (55 Unwin Ave),,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7345
312,Logan Av / McConnell Av,19,,43.675887,-79.348733,Logan Av / McConnell Av,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7346
313,Regal Rd / Dufferin St,15,,43.673939,-79.441159,Regal Rd / Dufferin St,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7347
314,Pape Ave / Gamble Ave,19,,43.690237,-79.350119,Pape Ave / Gamble Ave,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7348
315,Gamble Ave / Broadview Ave,23,,43.689211,-79.35438,Gamble Ave / Broadview Ave,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7349
316,Broadview Ave/ Westwood Ave,23,,43.6848652,-79.356602,Broadview Ave / Westwood Ave,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7350
317,Pretoria Av / Broadview Av,19,,43.6783213,-79.35822,Pretoria Av / Broadview Av,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7351
318,Cosburn Ave / Donlands Ave,19,,43.690537,-79.341307,Cosburn Ave / Donlands Ave,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7352
319,Fulton Ave / Pape Ave,19,,43.68395,-79.347046,Fulton Ave / Pape Ave,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7353
320,Tommy Thompson Park (Leslie Street Spit),19,,43.652195,-79.322796,Tommy Thompson Park (Leslie Street Spit),,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7354
321,Beltline Trail / Chaplin Cres.,15,,43.704461,-79.423122,Beltline Trail / Chaplin Cres.,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7355
322,King St E / Ontario St.,14,,43.651885,-79.3649,King St E / Ontario St.,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7356
323,Lakeshore Blvd E /Leslie St,19,,43.659195,-79.329196,Lakeshore Blvd E /Leslie St,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7357
324,Gailbraith Rd / King’s College Cr. (U of T),17,,43.660382,-79.3954,Gailbraith Rd / King’s College Cr. (U of T),,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7358
325,Rosedale Park (20 Schofield Ave),23,,43.682645,-79.377557,Rosedale Park (20 Schofield Ave),,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7359
326,Concord Av / Dewson St,17,,43.656945,-79.424911,Concord Av / Dewson St,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7360
327,Hocken Ave./Vaughan Rd.,19,,43.6817346,-79.4184725,Hocken Ave./Vaughan Rd.,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7361
328,St Clair Ave W / Bathurst St.,19,,43.683296,-79.418734,St Clair Ave W / Bathurst St.,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7362
329,Wells Hill Ave / St Clair Ave W,15,,43.683351,-79.41562,Wells Hill Ave / St Clair Ave W,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7363
330,Queen St E / Nursewood Rd (Neville Park Loop),19,,43.673831,-79.281455,Queen St E / Nursewood Rd (Neville Park Loop),,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7364
331,Kew Beach Ave / Kenilworth Ave,23,,43.666325,-79.3014,Kew Beach Ave / Kenilworth Ave,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7365
332,Fort York Blvd / Bathurst St SMART,20,,43.639052,-79.399792,Fort York Blvd / Bathurst St SMART,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7366
333,Alma Ave / Gladstone Ave SMART,16,,43.6448617,-79.42822,Alma Ave / Gladstone Ave SMART,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7367
334,Lisgar St / Dundas St SMART,8,,43.6493472,-79.42668,Lisgar St / Dundas St SMART,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7368
335,Dupont St / Emerson Ave  SMART,16,,43.667266,-79.443946,Dupont St / Emerson Ave SMART,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7369
336,Eglinton Ave W / Henning Ave SMART,20,,43.7063473,-79.40161,Eglinton Ave W / Henning Ave SMART,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7371
337,King St W / Portland St,23,,43.6442859,-79.40074,King St W / Portland St,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7372
338,George St / King St E,15,,43.6509552,-79.3707,George St / King St E,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7373
339,Frederick St / The Esplanade,19,,43.6487245,-79.36839,Frederick St / The Esplanade,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7374
340,Front St E / Scott St,11,,43.6476616,-79.37549,Front St E / Scott St,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7375
341,Frobisher Ave / Lascelles Blvd,19,,43.696708,-79.40045,Frobisher Ave / Lascelles Blvd,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7376
342,Balliol St / Yonge St SMART,20,,43.6978701,-79.39419,Balliol St / Yonge St  SMART,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7377
343,Yonge St / Davisville Ave,15,,43.6975969,-79.39654,Yonge St / Davisville Ave,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7378
344,Lawton Blvd / Yonge St,15,,43.6910667,-79.39535,Lawton Blvd / Yonge St,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7379
345,Erskine Ave / Yonge St SMART,16,,43.7112153,-79.39894,Erskine Ave / Yonge St SMART,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7380
346,Roehampton Ave / Yonge St,19,,43.7080145,-79.39826,Roehampton Ave / Yonge St,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7381
347,Simcoe St / Adelaide St W,20,,43.6481303,-79.38632,Simcoe St / Adelaide St W,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7382
348,12 Harbour St,15,,43.6425636,-79.3762,12 Harbour St,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7383
349,Cumberland Ave / Bay St SMART,12,,43.6704537,-79.39014,Cumberland Ave / Bay St SMART,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7384
350,20 Charles St E,23,,43.6691099,-79.38551,20 Charles St E,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7385
351,"D'Arcy St, /McCaul St. SMART",16,,43.655227,-79.39201,D'Arcy St. /McCaul St. SMART,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7386
352,Mortimer Ave / Carlaw Ave SMART,12,,43.685167,-79.34962,Mortimer Ave / Carlaw Ave SMART,,"[KEY, CREDITCARD, TRANSITCARD, PHONE]",7387
